,CC1,CC2,CC3,CC4
0,-0.006560490704726678,-0.000189474488466186,0.09903462569393447,-0.012972285805853379
1,-0.015485342186362914,0.00995636338911414,0.13152251887387403,-0.013373644797321983
2,-0.02996396595851912,0.05032671686304698,0.05890258654638408,-0.04739873570053882
3,-0.03071716182825158,0.05549746484049677,0.0638558260906028,-0.05296913636011451
4,-0.0034008142149043684,-0.023351565050811963,0.10083257875540153,-0.022369713633859842
5,-0.002331367865263976,-0.03149754795990231,0.10032927645481553,-0.030484422545883388
6,-0.02411543910424499,0.011530956765551043,0.08297936509869776,-0.008357993004777999
7,-0.03153046824002376,0.01803480709157896,0.05883615114513593,-0.010659127296711288
8,0.00421653926739017,-0.010294283780147797,0.0279950102930519,-0.013716854242091289
9,0.005331431646220231,0.0006605992495677646,0.016923306802621222,-0.013606712417430715
10,0.0021989626301145,-0.04432151169168623,0.03760419431931546,-0.015200249315243447
11,0.002856447836595478,-0.008587299696689596,-0.008495040918720533,-0.01342525134946812
12,0.014794720287103042,-0.06095874689158142,0.03745064819236909,-0.018205312896208296
13,0.01624010484163429,-0.07428281599594583,0.05467421555505705,-0.0185422659817308
14,0.003405295950945676,-0.036341021535845924,0.022978429177303937,-0.034304159539115274
15,0.0013227793170655924,-0.05099201653254387,0.014391223689253328,-0.03386657124838616
16,0.010442803216634017,-0.006519579852267318,0.02166714717189401,-0.016882044520200826
17,0.012703255746861515,-0.02607203669801392,-0.01773898697927958,-0.019119145070093314
18,0.00652758835422934,-0.01258477809639264,-0.04349642682403002,-0.014154825170718244
19,0.01019820891798618,-0.002670842019979579,-0.025641552913623335,-0.002647973626858458
20,0.0010413959792061867,0.0011069240112605064,-0.03820003543462454,-0.010616945368468054
21,-0.0021605951644380252,-0.03349132290673498,-0.022578956326902218,-0.017644344379696093
22,-0.018515997276579384,0.017355616141358533,-0.04490595721076575,-0.014193650948572743
23,-0.009868309929718388,0.00020493427531923766,0.00545988696407987,-0.0059490867564639975
24,-0.03288993972442887,0.05444791580638815,0.04858471728960776,0.004217451771290408
25,-0.03347675347434771,0.059360534414357506,0.029536908069853155,0.0022924891800831016
26,-0.000586435336774913,-0.010526753704112124,-0.053418407074329446,-0.015939588146370726
27,-0.0023845001706104406,-0.021825813846098267,-0.022634876453665742,-0.0264976717524696
28,-0.026981794597781945,0.03336357786091823,-0.01646462913176748,-0.01796753010708135
29,-0.01550768055185243,0.01401986558319547,0.030007313415777302,-0.01848655678402506
30,-0.05394980762696305,0.08076682129497434,0.035955760679926375,-0.008523226208660984
31,-0.05100440472638431,0.09169933685981757,0.02297787341170012,-0.0041209532064856785
32,0.020167178949028332,-0.05013288975169332,-0.012011101412062969,0.005236114798508807
33,0.020477023594134728,-0.06551654996006834,0.0281389587072585,0.006875096717778897
34,0.011029755274724405,-0.04157148444497108,0.06788406155765471,-0.00427776034122492
35,0.008860052475759083,-0.020686769113940785,0.06387608795979287,-0.003888793267221881
36,-0.024907929429250658,0.026975525167867855,0.04036617408722455,0.00037820524312569097
37,-0.017482606036880427,0.03119168518400727,0.034291902357402086,0.014190217794720072
38,-0.028752788800570757,0.020694222940907867,0.0685368585602757,-0.0014714017671054757
39,-0.006672776900578718,0.013110182719450749,0.05454042195707988,0.0057287427586609355
40,-0.03161749872619708,0.026439158331562573,0.06463879806958629,-0.006095502207053541
41,-0.013155264928379724,0.011359048646948635,0.03387042085325989,-0.0033217384016508097
42,0.007642733650733003,-0.02147730516957931,0.05193885383990242,0.0062381099377893726
43,0.011419724978919682,-0.03503573222145862,0.006391601390468637,0.0018910847214586046
44,-0.02490275433014043,0.027373402785655518,0.06187320036245185,0.000782526661382351
45,-0.023385659476321666,0.05820989907128199,0.034768143658866095,0.003969364164673044
46,-0.009781646973169647,0.04481002651993899,0.001430444678157952,0.016662897810067114
47,-0.009866317487616587,0.04791999688902201,-0.00325188666377078,0.023713144143554136
48,0.01530636410191277,-0.05398365451138653,0.030287268803127283,-0.024114552906830233
49,0.015988220114323954,-0.052886274648155665,0.03183547620236139,-0.020629760734501762
50,0.011746120146920155,-0.038969066472859595,0.09878222872125926,-0.026350455919506403
51,0.020656483766218633,-0.05956867607807334,0.10389242280765638,-0.028509426908711458
